,id,original_title,popularity,budget_adj,revenue_adj,tagline,keywords,genres,production_companies,vote_average,release_year
2228,43942,Freakonomics,0.27519,3000000.0,103735.0,Things you always thought you knew but didn't,female nudity|corruption|cheating|experiment|limousine,Documentary,Chad Troutwine Films,6.7,2010
2230,56601,The Perfect Game,0.271381,12500000.0,3878993.0,Dream for the fences.,baseball|sport|based on true story|family relationships,Drama,HighRoad Entertainment,5.7,2010
2237,52015,Stake Land,0.2596,650000.0,33245.0,The Most Dangerous Thing Is To Be Alive.,male nudity|canada|vampire,Drama,Glass Eye Pix,6.2,2010
2244,46528,The Warrior's Way,0.25054,425000000.0,11087569.0,Assassin. Hero. Legend.,assassin|small town|revenge|deception|super speed,Adventure,Boram Entertainment Inc.,6.4,2010
2246,50204,Burke & Hare,0.246578,10000000.0,4349187.0,No Job Too Small. No Body Too Big. No Questions Asked.,black humor|cruelty|anti villain|grave digger,Comedy,Ealing Studios,6.0,2010
2254,12645,Inhale,0.241541,10000000.0,55089.0,"One man, one chance, no rules.",mexico|nudity|daughter|assault|money,Drama,26 Films,5.9,2010
2255,37495,Four Lions,0.240403,967686.0,4270000.0,We are 4 Lions.,terrorism|british farce,Comedy,Film4,7.0,2010
2275,46689,Waste Land,0.216503,1500000.0,187716.0,What happens in the world's largest trash city will transform you.,brazilian|rio de janeiro|empowerment|artist|garbage,Documentary,O2 Filmes,7.8,2010
2277,47088,The Extra Man,0.214381,7000000.0,453079.0,"They're not gigolos, they're gentlemen.",independent film|woman director,Comedy,Wild Bunch,5.9,2010
2343,35791,Resident Evil: Afterlife,0.131526,60000000.0,296221663.0,She's back...And she's bringing a few of her friends.,post-apocalyptic|dystopia|undead|biohazard|evil corporation,Action,Impact Pictures,5.8,2010
2359,43552,Vanishing on 7th Street,0.276322,10000000.0,1068682.0,Stay in the light.,light|darkness|number in title|suspense|digit in title,Drama,Plum Pictures,4.8,2010
2387,39486,Secretariat,0.06324,35000000.0,60251371.0,The Impossible True Story,horse race|horseback riding|biography,Drama,Walt Disney Pictures,6.6,2010
2398,39356,Boy,0.028456,3.0,43.0,"Summer, Girls, Gangs, Drugs ... its not easy being eleven.",new zealand|maori|farm|goat|duringcreditsstinger,Drama,New Zealand Film Commission,7.3,2010
2409,550,Fight Club,8.947905,82470329.3354,132022892.454,How much can you know about yourself if you've never been in a fight?,support group|dual identity|nihilism|rage and hate|insomnia,Drama,Regency Enterprises,8.1,1999
2410,603,The Matrix,7.753899,82470329.3354,606768749.662,Welcome to the Real World.,saving the world|artificial intelligence|man vs machine|philosophy|prophecy,Action,Village Roadshow Pictures,7.8,1999
2411,14,American Beauty,3.55572,19635792.6989,466411079.771,Look closer.,adultery|coming out|loss of father|first time|camcorder,Drama,DreamWorks SKG,7.7,1999
2412,1893,Star Wars: Episode I - The Phantom Menace,3.526029,150541077.358,1209980530.46,Every generation has a legend. Every journey has a first step. Every saga has a beginning.,prophecy|senate|queen|taskmaster|galaxy,Adventure,Lucasfilm,6.3,1999
2413,564,The Mummy,2.94377,104724227.728,544416081.924,The legend you know. The adventure you have yet to imagine.,library|secret passage|cairo|egypt|pastor,Adventure,Universal Pictures,6.3,1999
2414,497,The Green Mile,2.719461,78543170.7957,372556440.141,Miracles do happen.,southern u.s.|black people|mentally disabled|indian|heal,Fantasy,Castle Rock Entertainment,8.0,1999
2415,745,The Sixth Sense,2.578731,52362113.8638,880738991.749,Not every gift is a blessing.,child abuse|sense of guilt|loss of child|confidence|psychology,Mystery,Spyglass Entertainment,7.5,1999
2416,36643,The World Is Not Enough,2.129874,176722134.29,473657733.21,As the countdown begins for the new millennium there is still one number you can always count on.,british|mission|oil|james bond|heiress,Adventure,Eon Productions,6.0,1999
2417,796,Cruel Intentions,2.069357,13745054.8892,99360001.4452,"In the game of seduction, There is only one rule: Never fall in love.",upper class|sexual obsession|sex|bet|sadistic,Drama,Columbia Pictures,6.5,1999
2418,2668,Sleepy Hollow,2.065619,130905284.659,269758486.295,Heads will roll.,cut-off head|horseman|head,Drama,Paramount Pictures,6.7,1999
2420,2105,American Pie,1.825695,14399581.3125,308259696.711,There's nothing like your first piece.,graduation|innocence|coming of age|teenager|high school senior,Comedy,Universal Pictures,6.4,1999
2421,1844,Entrapment,1.820318,86397487.8752,278048579.213,The trap is set.,london|new year's eve|skyscraper|burglar|distrust,Romance,Fountainbridge Films,5.9,1999
2422,863,Toy Story 2,1.810197,117814756.193,634910500.711,The toys are back!,museum|prosecution|identity crisis|airplane|flea market,Animation,Walt Disney Pictures,7.2,1999
2423,4951,10 Things I Hate About You,1.769152,20944845.5455,70005745.4329,How do I loathe thee? Let me count the ways.,sister|high school|cannabis|shakespeare adaptation|deception,Comedy,Mad Chance,7.2,1999
2424,509,Notting Hill,1.72385,54980219.557,476350818.832,Can the most famous film star in the world fall for just an ordinary guy?,london|bookshop|birthday|new love|film maker,Comedy,Bookshop Productions,6.8,1999
2425,817,Austin Powers: The Spy Who Shagged Me,1.560867,43198743.9376,407037004.699,"I'm back, baby!",saving the world|moon|submarine|clone|spy,Crime,New Line Cinema,6.0,1999
2426,226,Boys Don't Cry,1.43163,2618105.69319,15107264.4448,A true story about finding the courage to be yourself.,rape|sex|identity|love|friends,Crime,Fox Searchlight Pictures,7.0,1999
2427,9008,The Insider,1.427794,117814756.193,78922680.9245,Two men driven to tell the truth... whatever the cost.,spy|newspaper|research|interview|tobacco,Drama,Spyglass Entertainment,7.1,1999
2428,926,Galaxy Quest,1.348628,58907378.0967,118710038.38,A comedy of Galactic Proportions.,space battle|spaceship|spoof|fictional tv show,Comedy,DreamWorks SKG,6.6,1999
2429,345,Eyes Wide Shut,1.329827,85088435.0286,212185957.24,Cruise. Kidman. Kubrick.,life and death|sexual obsession|free love|heterosexual|christmas party,Drama,Hobby Films,6.8,1999
2430,492,Being John Malkovich,1.328465,17017687.0057,29929655.4272,Ever wanted to be someone else? Now you can.,individual|transvestism|sexual identity|witch|identity,Fantasy,Gramercy Pictures,7.1,1999
2431,9535,Analyze This,1.320079,104724227.728,231552674.127,New York's most powerful gangster is about to get in touch with his feelings. YOU try telling him his 50 minutes are up.,new york|mafia boss|wedding|psychiatrist,Comedy,Spring Creek Productions,6.3,1999
2432,10137,Stuart Little,1.309249,174104028.597,392893056.535,The Little Family Just Got Bigger,brother brother relationship|based on novel|cat|mouse|adoption,Fantasy,Columbia Pictures Corporation,5.6,1999
2433,9481,The Bone Collector,1.254522,95560857.8014,198313200.319,Serial killer vs. forensic genius,paraplegic|investigation|psychopath,Drama,Universal Pictures,6.5,1999
2434,8487,Wild Wild West,1.221973,222538983.921,290746764.905,It's a whole new west.,steampunk|based on tv series|steam locomotive|drag,Action,"Todman, Simon, LeMasters Productions",5.2,1999
2435,1911,The 13th Warrior,1.189386,209448455.455,80767119.3677,Prey for the living.,witch|cave|arabian|scandinavia|bagdad,Adventure,Touchstone Pictures,6.2,1999
2436,9946,End of Days,1.173888,130905284.659,277504860.186,Prepare for the end.,christianity|sex|new year's eve|pastor|nudity,Action,Beacon Communications,5.4,1999
2437,1715,The Cider House Rules,1.152354,31417268.3183,115910204.735,A story about how far we must travel to find the place where we belong.,cigarette smoking|african american|incest|drug overdose|war injury,Drama,Nina Saxon Film Design,6.6,1999
2438,10386,The Iron Giant,1.150934,91633699.2616,30316754.1354,It came from outer space!,cold war|friendship|giant robot|fear of unknown,Adventure,Warner Bros. Animation,7.5,1999
2439,8914,Deep Blue Sea,1.139223,78543170.7957,96409422.51,Bigger. Smarter. Faster. Meaner.,shark attack|shark|alzheimer's disease|killer shark|no opening credits,Horror,Village Roadshow Pictures,5.5,1999
2441,2112,Payback,1.050599,117814756.193,211577133.779,No More Mr. Nice Guy.,new york|heroin|money|criminal,Drama,Paramount Pictures,6.5,1999
2442,4806,Runaway Bride,1.03785,91633699.2616,405096233.056,Catch her if you can.,small town|self-discovery|just married|reporter|wedding,Comedy,Paramount Pictures,5.7,1999
2443,10314,She's All That,1.022028,13090528.4659,135051040.625,These two opposites attract... but EVERYONE'S trying to keep them apart!,tv star|jeep|volleyball|stand-up|misfit,Comedy,Miramax Films,5.6,1999
2444,10398,Double Jeopardy,0.993492,91633699.2616,232803997.743,Murder isn't always a crime.,prison|sailboat|sailing trip|women's prison|murder hunt,Drama,Paramount Pictures,6.1,1999
2445,8374,The Boondock Saints,0.992316,7854317.07957,39888.1492886,Thy Kingdom Come. Thy Will Be Done.,arbitrary law|boston|twin brother|russian mafia|prologue,Action,Franchise Pictures,7.1,1999
2446,1542,Office Space,0.968204,13090528.4659,16792285.1232,Work sucks.,suburbia|tow truck|downsizing|rap music|software engineer,Comedy,Twentieth Century Fox Film Corporation,7.3,1999
2447,1443,The Virgin Suicides,0.941202,7854317.07957,13626424.5931,"Beautiful, mysterious, haunting, invariably fatal. Just like life.",michigan|1970s|youth|family|woman director,Drama,American Zoetrope,7.0,1999
2448,2277,Bicentennial Man,0.937873,130905284.659,122658251.726,One robot's 200 year journey to become an ordinary man.,android|hologram|freedom|futuristic|robot,Comedy,Laurence Mark Productions,6.7,1999
2449,2667,The Blair Witch Project,0.934621,32726.3211649,324645105.955,The scariest movie of all time is a true story.,witch|voodoo|legend|sorcery|maryland,Horror,Artisan Entertainment,6.3,1999
2450,622,The Ninth Gate,0.920974,49744008.1706,76451170.8234,Every book has a life of its own.,new york|obsession|passion for collection|southern france|mephisto,Horror,Bac Films,6.2,1999
2452,1090,The Thirteenth Floor,0.907305,20944845.5455,24301372.2408,Question reality. You can go there even though it doesn't exist.,artificial intelligence|simulation|computer program|virtual reality|dystopia,Thriller,Columbia Pictures,6.5,1999
2453,9032,Big Daddy,0.876587,44769607.3535,307368089.035,Nature called. Look who answered.,bachelor|law|vomit|syracuse university|law school,Comedy,Columbia Pictures,6.2,1999
2455,8224,8MM,0.823494,52362113.8638,126478982.96,You can't prepare for where the truth will take you.,pornography|porn actor|loss of daughter|child pornography|private investigator,Thriller,Columbia Pictures Corporation,6.0,1999
2456,1832,Dogma,0.82073,13090528.4659,40126252.9108,It can be Hell getting into Heaven,angel|wisconsin|church service|church|aftercreditsstinger,Fantasy,Lions Gate,6.6,1999
2459,11618,The Haunting,0.778786,104724227.728,119371095.668,Some houses are born bad.,trauma|castle|haunted house|insomnia|bone,Horror,DreamWorks SKG,5.3,1999
2460,1641,Forces of Nature,0.746054,98178963.4946,122904589.291,"He went from the eye of the storm, into the arms of a hurricane.",cataclysm|airplane|singles|travel|wedding,Comedy,DreamWorks SKG,5.2,1999
2461,11622,Blast from the Past,0.744837,45816849.6308,52706420.9435,She'd never met anyone like him. He's never met anyone... Period.,isolation|atomic bomb|bunker|fallout shelter,Comedy,New Line Cinema,6.2,1999
2463,10207,Message in a Bottle,0.731802,104724227.728,155620223.348,A story of love lost and found.,sailboat|anonymous letter|sailing|love letter|bottle,Drama,Bel Air Entertainment,5.7,1999
2464,2275,The General's Daughter,0.72669,78543170.7957,195972871.712,Go behind the lies.,suicide|detective|based on novel|bondage|general,Crime,Paramount Pictures,5.9,1999
2465,10307,Stigmata,0.725013,37962532.5512,65507271.7231,The messenger must be silenced.,vatican|miracle|christian|faith|clergyman,Horror,FGM Entertainment,5.8,1999
2466,11601,Stir of Echoes,0.716336,15708634.1591,27664327.6947,In every mind there is a door that should never be opened.,hypnosis|murder|suspense,Horror,Artisan Entertainment,6.3,1999
2469,334,Magnolia,0.682531,48434955.324,63425970.6398,"Things fall down. People look up. And when it rains, it pours.",farewell|regret|parents kids relationship|suicide attempt|becoming an adult,Drama,New Line Cinema,7.3,1999
2470,2020,The Bachelor,0.67107,66761695.1763,48319257.3062,One thousand brides. One hundred million dollars. Jimmie Shannon is about to discover the true value of love.,san francisco|bachelor|inheritance|wedding,Comedy,New Line Cinema,4.5,1999
2471,9423,Virus,0.654013,98178963.4946,18340733.6273,Life on earth is in for a shock.,deserter|tornado|russian|alien life-form|shooting,Horror,Universal Pictures,4.9,1999
2472,1213,The Talented Mr. Ripley,0.640331,52362113.8638,168603735.435,How far would you go to become someone else?,venice|italy|gay|new york|lovesickness,Thriller,Paramount Pictures,6.9,1999
2473,9825,Lake Placid,0.637814,35344426.858,74446377.3337,You'll never know what bit you.,diving|sheriff|lake|crocodile|deputy,Horror,Fox 2000 Pictures,5.3,1999
2474,9781,Detroit Rock City,0.63765,44507796.7842,5520426.39517,Disco sucks!,parents kids relationship|kiss|music|independent film|youth,Comedy,New Line Cinema,6.4,1999
2475,9824,Mystery Men,0.636432,89015593.5684,38960045.2199,"We're not your classic heroes, we're the other guys.",bowling|hostage|sphinx|training|insane asylum,Adventure,Universal Pictures,5.4,1999
2478,9430,Go,0.614402,8508843.50286,37244676.7693,A weekend wasted is never a wasted weekend.,ecstasy|drug dealing|drug|reference to family circus|high,Crime,Columbia Pictures,6.9,1999
2479,11355,Never Been Kissed,0.614007,32726321.1649,110700355.054,A Comedy With Class.,chicago|journalist|newspaper|undercover|entrapment,Romance,Fox 2000 Pictures,5.7,1999
2482,6415,Three Kings,0.585123,98178963.4946,141377707.432,It's good to be King.,gold|gulf war|three kings|iraq|kuwait,Action,Village Roadshow Pictures,6.3,1999
2483,1850,Man on the Moon,0.581756,107342333.421,62094175.6181,"Hello, my name is Andy and this is my movie.",show business|comedian|wrestling,Comedy,Mutual Film Company,6.6,1999
2484,17707,Brokedown Palace,0.566661,32726321.1649,17017687.0057,"Their graduation present was a trip to paradise, but they never thought they would land in hell.",holiday|prison|thailand|drug|injustice,Drama,Twentieth Century Fox Film Corporation,6.3,1999
2486,11377,House on Haunted Hill,0.548097,24872004.0853,53469679.9143,Evil loves to party.,lunatic asylum|aftercreditsstinger,Horror,Dark Castle Entertainment,5.6,1999
2490,913,The Thomas Crown Affair,0.508128,62834536.6365,162722051.034,Crime does pay. Handsomely.,martinique|claude monet|famous painting|glider|insurance agent,Drama,United Artists,6.7,1999
2491,12618,Random Hearts,0.503461,83779382.182,97666560.9388,In a perfect world...they never would have met.,infidelity|politician|plane crash|death|death of husband,Drama,Columbia Pictures,5.3,1999
2492,1946,eXistenZ,0.501242,19635792.6989,3739586.9755,Play it. Live it. Kill for it.,video game|hacker|bodyguard|pop star|virtual reality,Action,Alliance Atlantis Communications,6.6,1999
2494,11001,Blue Streak,0.49601,85088435.0286,154152099.636,He's A Cop That's Not.,robbery|diamant|police operation|police everyday life|thief,Thriller,Columbia Pictures,6.0,1999
2495,7341,The Rage: Carrie 2,0.480421,27490109.7785,23252319.5435,Looks Can Kill,suicide|male nudity|female nudity|fire|nudity,Horror,United Artists,5.1,1999
2497,38809,Black and White,0.47074,13090528.4659,6861158.32065,What happens when you mix it up?,independent film,Drama,Bigel / Mailer Films,4.7,1999
2500,9455,The Corruptor,0.454992,32726321.1649,19840266.7536,You can't play by the rules if there aren't any.,new york|life and death|gang war|police|china town,Action,New Line Cinema,6.1,1999
2504,10366,Universal Soldier: The Return,0.418611,58907378.0967,13964835.6988,Prepare to become obsolete,super computer|computer program|destiny|timebomb,Action,TriStar Pictures,4.5,1999
2513,6522,Life,0.383326,104724227.728,96012518.996,Share it with someone you love.,mississippi|racist|bootlegging|criminal|life imprisonment,Comedy,Imagine Entertainment,6.6,1999
2514,21349,Anywhere But Here,0.382872,30108215.4717,24418567.815,A story of a mother who knows best... and a daughter who knows better.,dream,Drama,Twentieth Century Fox Film Corporation,5.9,1999
2515,2900,The Astronaut's Wife,0.378188,98178963.4946,25655587.4106,How well do you know the one you love?,wife husband relationship|space travel|space|mission|pregnancy,Drama,New Line Cinema,5.4,1999
2516,9849,My Favorite Martian,0.88284,85088435.0286,48238729.6113,The martian has landed. There goes the neighborhood.,alien|martian|based on tv series|fish out of water,Comedy,Walt Disney Pictures,5.2,1999
2518,10388,The Limey,0.274419,13090528.4659,4179939.26257,Vengeance knows no boundaries.,prison|release from prison|record producer|daughter|loss,Drama,Artisan Entertainment,6.6,1999
2521,14429,Drive Me Crazy,0.257547,10472422.7728,23357926.0728,The last guy she wants is the only one she needs.,high school|prom|next door neighbor,Drama,Twentieth Century Fox Film Corporation,5.9,1999
2524,10208,Muppets from Space,1.104937,31417268.3183,21325748.5066,Space. It's not as deep as you think.,puppet|the muppets,Fantasy,Columbia Pictures,5.7,1999
2529,10402,Deuce Bigalow: Male Gigolo,0.328409,22253898.3921,85788866.0081,He charges $10 but he’s willing to negotiate.,fish|aquarium|carnival|house|callboy,Comedy,Happy Madison Productions,5.3,1999
2531,6552,Idle Hands,0.323791,32726321.1649,5435488.50121,The touching story of a boy and his right hand.,attic|knitting needle|noise complaint|crawling hand|angel costume,Thriller,Columbia Pictures Corporation,6.1,1999
2532,9563,Any Given Sunday,0.322499,71997906.5627,131207455.946,Play or be Played.,american football|trainer|training|american football coach|sport,Drama,Donners' Company,6.8,1999
2533,30943,The Deep End of the Ocean,0.322339,49744008.1706,36812006.0044,The search for her son was over. The search for her family was just beginning.,boy|reunion|kidnap,Drama,Columbia Pictures Corporation,5.8,1999
2535,11129,Human Traffic,0.312827,785431.707957,5236211.38638,The Weekend has Landed!,sex|salesclerk|fast food restaurant|boredom|relationship problems,Comedy,Irish Screen,6.8,1999
2538,10342,Teaching Mrs. Tingle,0.377269,17017687.0057,11711097.0112,"This summer, the teacher from hell is about to get taught a lesson.",pornography|gay kiss|exam|bed|graduation,Comedy,Konrad Pictures,5.3,1999
2550,10490,Drop Dead Gorgeous,0.285902,13090528.4659,13838531.7349,The battle between the good and the bad is bound to get ugly.,minnesota|mother role|beauty contest|girl from the province|hicktown,Comedy,New Line Cinema,6.2,1999
2554,16172,Simply Irresistible,0.231418,7854317.07957,5758509.07259,Magic opened up their hearts... Love did the rest.,restaurant|department store|kitchen|love|crab,Comedy,20th Century Fox,6.2,1999
2555,26149,Music of the Heart,0.272771,35344426.858,19451732.0144,She gave them a gift they could never imagine. They gave the system a fight it would never forget.,independent film|school teacher,Drama,Craven-Maddalena Films,6.7,1999
2560,15198,"Mystery, Alaska",0.260903,36653479.7046,11635048.8951,A Small Town on the Outskirts of Greatness.,sport,Comedy,Hollywood Pictures,5.8,1999
2561,16379,The Mod Squad,0.257431,65452642.3297,17358106.1985,First they broke the law. Now they are the law.,undercover|drug traffic|based on tv series,Action,Metro-Goldwyn-Mayer (MGM),4.5,1999
2565,15256,200 Cigarettes,0.246669,7854317.07957,8970219.17865,It's 11:59 on New Years Eve... do you know where your date is?,new year's eve|independent film|relationship|lower east side manhattan new york city|woman director,Comedy,Paramount Pictures,6.5,1999
2567,8970,The Out-of-Towners,0.242797,98178963.4946,37962532.5512,"They fell in love 24 years ago... and in the next 24 hours, they'll remember why.",new york|travel|misfortune,Comedy,Paramount Pictures,5.2,1999
2580,24066,"Happy, Texas",0.204411,2225389.83921,2544339.25623,Escaped convicts disguised as beauty pageant experts? This could get ugly,texas|independent film|escaped convict,Comedy,Miramax Films,5.3,1999
2584,22267,Ride with the Devil,0.198126,49744008.1706,831374.226661,"In a No-man's Land between North and South, You didn't fight for the Blue or the Grey... You fought for your friends and family.",civil war|friends|bush whacker|raid,Drama,Universal Pictures,6.6,1999
2586,18892,Jawbreaker,0.195048,3927158.53978,4027719.97946,Suck it and see...,confession|jealousy|nightmare|ambition|groupie,Comedy,TriStar Pictures,5.6,1999
2589,16406,Dick,0.187319,17017687.0057,35998953.2813,The unmaking of the president,richard nixon|watergate|the white house,Comedy,Columbia Pictures,5.7,1999
2591,47288,The King and I,0.173433,32726321.1649,15708634.1591,The All New Animated Family Spectacular Adapted From The Musical By Rodgers And Hammerstein,musical|king|school teacher|siam,Animation,Rankin/Bass Productions,4.7,1999
2596,14578,Outside Providence,0.163337,9163369.92616,9545842.44161,Tim's getting a future... whether he likes it or not!,suicide|sex|sexuality|college|police,Romance,Miramax Films,5.6,1999
2610,1812,Trick,0.118187,589073.780967,2683028.16912,A story about two guys trying to make it in the big city.,gay|drag queen|screenwriter|one-night stand|stripper,Comedy,Fine Line Features,6.5,1999
2611,22345,Baby Geniuses,0.116694,15708634.1591,47715939.7213,Think innocent. Think helpless. Think again. Naps are history.,baby|genius|toddler,Comedy,TriStar Pictures,3.8,1999
2617,10557,East Is East,0.238748,4974400.81706,36915290.274,"A comedy of families, a chip shop... and a very randy dog.",islam|hippie|father-son relationship|muslim|jealousy,Comedy,BBC,6.5,1999
2618,39964,Lost & Found,0.090186,1.30905284659,130.905284659,A comedy about a guy who would do anything to get the girl of his dreams - and did!,restaurant|neighbor|dog|ring,Comedy,Alcon Entertainment,4.8,1999
2633,120,The Lord of the Rings: The Fellowship of the Ring,8.575419,114528394.853,1073079785.53,One ring to rule them all,elves|dwarves|orcs|middle-earth (tolkien)|hobbits,Adventure,WingNut Films,7.8,2001
2634,671,Harry Potter and the Philosopher's Stone,8.021423,153936014.587,1202518036.07,Let the Magic Begin.,witch|christmas party|magic|cutting the cord|halloween,Adventure,1492 Pictures,7.2,2001
2635,1018,Mulholland Drive,4.436367,18472321.7504,24774263.918,An actress longing to be a star. A woman searching for herself. Both worlds will collide...on Mulholland Drive,schizophrenia|identity|amnesia|loss of sense of reality|suppressed past,Thriller,Asymmetrical Productions,7.4,2001
2636,141,Donnie Darko,3.851009,7388928.70016,1564632.745,Dark. Darker. Darko.,parents kids relationship|airplane|time travel|school presentation|school performance,Fantasy,Pandora Cinema,7.5,2001
2637,585,"Monsters, Inc.",3.204295,141621133.42,693101531.146,We Scare Because We Care.,monster|infant|energy supply|company|rival,Fantasy,Walt Disney Pictures,7.3,2001
2638,644,A.I. Artificial Intelligence,2.971372,123148811.669,290540745.201,Journey to a world where robots dream and desire.,ocean|artificial intelligence|prophecy|android|loss of mother,Drama,DreamWorks SKG,6.6,2001
2639,808,Shrek,2.918566,73889287.0016,596544195.584,The greatest fairy tale never told.,liberation|lordship|castle|magic mirror|robin hood,Adventure,DreamWorks SKG,7.1,2001
2640,634,Bridget Jones's Diary,2.717399,30787202.9173,347193192.284,Health Warning: Adopting Bridget's lifestyle could seriously damage your health.,holiday|london|england|alcohol|sex,Comedy,Miramax Films,6.5,2001
2641,161,Ocean's Eleven,2.642249,104676489.919,555052814.215,Are you in or out?,prison|pickpocket|strip club|con artist|atlantic city,Thriller,Village Roadshow Pictures,7.0,2001
2642,676,Pearl Harbor,2.478879,172408336.337,553210255.537,"December 7, 1941 - A day that shall live in infamy.",nurse|patriotism|hawaii|world war ii|pilot,History,Jerry Bruckheimer Films,6.6,2001
2643,1734,The Mummy Returns,2.449323,120685835.436,533250701.302,The most powerful force on earth is about to be unleashed by the two people who should know better.,son|ancient egypt|bracelet,Action,Universal Pictures,5.8,2001
2644,10865,Atlantis: The Lost Empire,2.217239,147778574.003,229122951.404,Atlantis is waiting...,sea|atlantis|animation|underwater|sea monster,Animation,Walt Disney Pictures,6.5,2001
2645,1995,Lara Croft: Tomb Raider,2.179727,141621133.42,338293898.826,Born into Wealth. Groomed by the Elite. Trained for Combat.,treasure|buddhist monk|planetary configuration|angkor wat|illuminati,Adventure,Paramount Pictures,5.6,2001
2646,453,A Beautiful Mind,2.169826,73889287.0016,386123667.022,I need to believe that something extra ordinary is possible....,individual|schizophrenia|massachusetts|love of one's life|intelligence,Drama,Imagine Entertainment,7.5,2001
2647,2770,American Pie 2,2.116602,36944643.5008,354118835.155,This Summer It's All About Sticking Together.,sex|party|summer|beach house|group of friends,Comedy,Universal Pictures,5.9,2001
2648,9880,The Princess Diaries,2.061559,45565060.3177,203608276.191,She rocks. She rules. She reigns.,heir to the throne|grandmother granddaughter relationship|high school|princess|royalty,Comedy,Walt Disney Pictures,6.3,2001
2649,824,Moulin Rouge!,1.925281,64653126.1264,220699214.323,No Laws. No Limits. One Rule. Never Fall In Love.,duke|musical|writer's block|terminal illness|writer,Romance,Bazmark Films,7.2,2001
2650,869,Planet of the Apes,1.862114,123148811.669,446059453.537,You'll be sorry you were ever born human,gorilla|space marine|space suit|revolution|chimp,Thriller,Twentieth Century Fox Film Corporation,5.5,2001
2651,9428,The Royal Tenenbaums,1.857978,25861250.4506,87979050.4168,"Family isn’t a word, it’s a sentence.",child prodigy|terminal illness|dysfunctional family|cigarette smoking|family conflict,Comedy,Touchstone Pictures,7.3,2001
2652,4133,Blow,1.846848,65268870.1848,102561157.855,Based on a True Story.,1970s|war on drugs|drug addiction|drug traffic|drug smuggle,Crime,New Line Cinema,7.3,2001
2653,853,Enemy at the Gates,1.839325,86204168.1686,119425124.106,Some Men Are Born To Be Heroes.,winter|sniper|world war ii|stalingrad,War,Paramount Pictures,7.1,2001
2654,855,Black Hawk Down,1.735123,113296906.736,213034699.518,Leave No Man Behind.,prisoner of war|wound|somalia|warlord|famine,Action,Jerry Bruckheimer Films,7.1,2001
2655,8835,Legally Blonde,1.697753,22166786.1005,174593832.437,Don't judge a book by its hair color!,harvard law school|reference to britney spears|black female judge|smart blonde|girl power,Comedy,Marc Platt Productions,6.1,2001
2656,9476,A Knight's Tale,1.692141,80046727.5851,144684426.86,He Will Rock You,poetry|knight|tournament|duel|torture,Adventure,Columbia Pictures Corporation,6.5,2001
2657,9398,Zoolander,1.581446,34481667.2674,74851055.8225,3% Body Fat. 1% Brain Activity.,male model|time magazine|fashion show|fashion model|fictional awards show,Comedy,Paramount Pictures,6.1,2001
2658,11397,Not Another Teen Movie,1.456526,19703809.8671,81854960.9945,They served you Breakfast. They gave you Pie. Now we’re gonna stuff your face.,underdog|ball|kiss|high school|school party,Comedy,Original Film,5.3,2001
2659,4248,Scary Movie 2,1.450364,55416965.2512,173911586.788,No More Mercy. No More Shame. No More Sequels - Honest! - We Lied.,sex|exorcism|secret door,Comedy,Gold/Miller Productions,5.5,2001
2660,5175,Rush Hour 2,1.447916,110833930.502,427727597.784,Get ready for a second Rush!,duringcreditsstinger,Action,New Line Cinema,6.5,2001
2661,2034,Training Day,1.446063,55416965.2512,129153834.663,"The only thing more dangerous than the line being crossed, is the cop who will cross it.",police brutality|war on drugs|drug traffic|drug dealer|los angeles,Action,Village Roadshow Pictures,7.2,2001
2662,1933,The Others,1.406682,20935297.9838,258547281.201,"Sooner or later she'll see them, then everything will be different.",nanny|haunted house|channel islands|parallel universe|photosensitivity,Horror,Cruise/Wagner Productions,7.1,2001
2663,12589,Jimmy Neutron: Boy Genius,1.213215,30787202.9173,99672007.918,"He may be small, but he's got a big brain!",showdown|gi|villain|genius|comic,Adventure,Nickelodeon Movies,5.5,2001
2664,2294,Jay and Silent Bob Strike Back,1.20913,27092738.5673,41609718.7564,Hollywood had it coming,film making|jay and silent bob|self mocking|character is subject of comic|reference to prince valiant,Comedy,Dimension Films,6.3,2001
2665,9778,Serendipity,1.195555,34481667.2674,95460407.226,Sometimes True Love Can Have More Than One Face.,soulmates|new love|book|dollar|fate,Comedy,Miramax Films,6.6,2001
2666,10992,Cats & Dogs,1.134012,73889287.0016,114990388.851,Things Are Gonna Get Hairy!,fight|governance|puppy|allergy,Comedy,Village Roadshow Pictures,5.0,2001
2667,1903,Vanilla Sky,1.131878,83741191.9352,250470325.016,"Forget everything you know, and open your eyes.",amnesia|ex-girlfriend|virtual reality,Drama,Paramount Pictures,6.3,2001
2669,2140,Kiss of the Dragon,1.065364,30787202.9173,79354442.8458,Kiss Fear Goodbye,paris|prostitute|drug,Action,Twentieth Century Fox Film Corporation,6.3,2001
2670,1535,Spy Game,1.063015,113296906.736,176163833.238,It's not how you play the game. It's how the game plays you.,spy|china|cia|cold war,Action,Universal Pictures,6.5,2001
2671,9705,Swordfish,1.062734,125611787.903,181127780.808,Log On. Hack In. Go Anywhere. Get Everything.,female nudity|violence|shot through a window |two way mirror|police sniper,Action,Village Roadshow Pictures,6.0,2001
